Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Male,19,VTU,Undergraduate,Data SCience,1st year,7.6,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.05,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,1st year,5.66,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,1st year,5.75,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,7.06,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,7.9,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,3rd year,6.19,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,5.8,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,4th year,5.11,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,7.13,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.9,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,2nd year,8.37,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,8.57,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,7.26,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,5.96,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,8.02,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,7.49,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,4th year,8.73,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.88,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.12,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,6.38,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.84,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,8.39,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.13,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.28,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.22,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,5.43,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,3rd year,6.35,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,8.54,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,3rd year,6.67,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,7.57,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,2nd year,6.05,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,2nd year,7.44,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.33,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.78,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,5.16,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,8.57,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,7.98,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,5.75,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,1st year,5.73,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Data SCience,2nd year,7.02,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.94,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.49,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,7.46,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,3rd year,6.52,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,4th year,8.81,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,4th year,6.34,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,4th year,7.74,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,2nd year,5.99,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,1st year,5.55,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,3rd year,6.11,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,1st year,7.66,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.89,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,7.56,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,6.3,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,6.03,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,7.21,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.71,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,6.12,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.84,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.71,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.11,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.63,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.13,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,6.18,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,7.49,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,4th year,6,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,3rd year,7.25,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,3rd year,6.63,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.77,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.15,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.64,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,4th year,6,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.31,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,1st year,5.47,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,7.66,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,2nd year,7.77,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,4th year,7.33,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,8.04,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.44,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.68,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.18,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,7.51,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,1st year,5.72,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,6.78,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.57,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,7.95,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,6.82,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,4th year,7.71,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,5.47,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,1st year,8.73,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,3rd year,7.58,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,8.13,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,4th year,7.13,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,6.02,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,3rd year,8.99,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,4th year,6.56,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,3rd year,5.82,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,8.81,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.15,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.14,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,2nd year,5.41,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.52,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.91,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,5.25,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,6.78,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,3rd year,6.39,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,2nd year,6.09,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,2nd year,6.67,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,8.31,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,2nd year,8.27,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.05,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.08,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.51,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,1st year,8.8,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.17,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,7.88,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,6.23,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.8,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,5.75,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,8.43,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,6.42,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.12,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.55,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.29,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,7.59,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,5.54,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.6,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.18,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.98,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,4th year,7.42,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,5.53,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,7.63,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.59,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,8.85,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,3rd year,6.25,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,7.21,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,2nd year,6.9,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,3rd year,6.96,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.04,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.74,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,4th year,7.03,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.16,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.81,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,4th year,5.18,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.98,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.72,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,5.12,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.47,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,7.66,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,6.68,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.8,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,4th year,8.7,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,6.89,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,1st year,7.94,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,6.15,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,5.85,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,6.15,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.25,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,4th year,8.41,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.46,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,3rd year,6.11,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.54,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,1st year,6.98,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,3rd year,7.75,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,8.72,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,1st year,5.39,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,7.36,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.93,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,3rd year,8.6,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,1st year,6.45,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,8.71,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,8.59,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,8.72,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,2nd year,7.89,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,8.92,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,7.9,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,7.43,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.27,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.92,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,1st year,7.84,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,5.8,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,7,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.51,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.09,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,1st year,7.04,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.96,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,5.21,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.41,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,2nd year,5.82,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,2nd year,5.72,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,7.82,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.22,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,6.11,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,7.26,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,1st year,8.25,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,3rd year,7.36,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.6,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,4th year,5.21,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,2nd year,6.22,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.4,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,5.78,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,8.1,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,5.57,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,4th year,6.5,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,3rd year,6.65,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,1st year,7.92,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.77,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.02,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.79,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,1st year,8.54,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,6.39,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.96,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,3rd year,8.08,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,6.14,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,6.39,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,6.85,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.54,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Computer Science,3rd year,7.25,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.47,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,6.64,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.05,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,5.77,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,4th year,7.36,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,1st year,5.32,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.13,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Computer Science,3rd year,6.38,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,5.42,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,6.36,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.68,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.34,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,1st year,7.39,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.06,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,3rd year,8.21,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.93,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,2nd year,5.83,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,2nd year,8.09,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,4th year,7.19,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,1st year,6.55,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,6.49,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,2nd year,7.36,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,2nd year,6.19,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,4th year,5.75,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.16,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.36,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,4th year,7.35,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.15,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.17,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,3rd year,8.14,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,6.37,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,5.3,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,2nd year,7.81,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.66,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,2nd year,5.42,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,2nd year,6.58,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,1st year,5.36,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.68,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,2nd year,6.54,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.4,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,7.03,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,3rd year,8.92,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,4th year,8,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.31,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,6.24,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,6.62,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.24,Off-Campus,,,,,,,,,,,
