Gender,Age,University,Degree_level,Degree_major,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities,Hours Studied,Previous Scores,Extracurricular Activities,Performance Index,Sample Question Papers Practiced,CGPA,Semester,AttendaceRate,PartTimeJob,Screen_Time,Caffeine_Intake,Sleep_Quality,Mothers_Job,Fathers_job,Reason_to_Join_Domain,traveltime,studytime,Backlogs,Financial Condition,Internet Type,Network Type,Device,Adaptivity Level,Parental_Involvement,Access_to_Resources,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Parental_Education_Level,Distance_from_Home
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,5,4,2,4,1,5,4,1,Sleep,7,67,No,57,0,9.57,4th sem,0.7661,No,1.9,4,1,other,other,reputation,1,1,0,Mid,Wifi,4G,Mobile,Low,Low,Medium,Medium,Yes,Medium,Negative,High School,Near
Female,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,1,4,4,5,1,5,3,3,Nothing ,9,96,No,91,9,7.34,4th sem,0.5629,No,3.5,3,8,services,services,home,1,1,0,Mid,Mobile Data,3G,Mobile,Low,High,High,Medium,Yes,Medium,Negative,College,Near
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,4,3,2,5,2,4,2,4,"Religious Activities, Social Connections, Online Entertainment",4,45,No,29,8,8.85,4th sem,0.5664,No,3.9,1,10,services,at_home,course,2,4,1,Mid,Wifi,3G,Mobile,Moderate,High,Medium,Medium,Yes,Low,Negative,College,Moderate
Male,21,KLS,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,1,3,4,5,2,4,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",4,66,Yes,48,3,5.53,4th sem,0.5718,No,3.5,0,1,other,services,course,1,2,0,Mid,Wifi,4G,Computer,Moderate,High,High,Medium,Yes,Medium,Neutral,High School,Near
Female,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,7-8 hrs,4,5,5,5,4,2,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",6,95,No,84,7,9.55,5th sem,0.9699,No,1,0,6,services,other,course,1,1,0,Mid,Wifi,4G,Computer,Moderate,High,Low,High,Yes,Medium,Positive,High School,Moderate
Male,26,KLS,Undergraduate,Computer Science,Off-Campus,7+ times,7-8 hrs,2,5,3,2,5,4,1,5,"Gaming , Online Entertainment ",3,51,No,33,4,7.37,5th sem,0.5319,No,2,4,8,other,other,course,1,1,1,Mid,Wifi,4G,Mobile,Low,Medium,Low,Low,Yes,Low,Positive,Postgraduate,Near
Female,24,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,3,2,3,5,4,2,1,2,Sleep,6,91,Yes,82,0,9.49,5th sem,0.7289,No,3,1,5,other,other,course,1,1,0,Mid,Wifi,4G,Mobile,Low,High,Low,Medium,Yes,Low,Positive,High School,Near
Female,24,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,7-8 hrs,3,4,2,1,1,2,3,5,"Religious Activities, Social Connections, Online Entertainment",7,87,Yes,81,8,7.08,5th sem,0.7058,No,1.14,4,6,services,services,other,3,4,1,Mid,Wifi,4G,Mobile,Low,Medium,Medium,Low,Yes,Medium,Negative,High School,Near
Female,23,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,4-6 hrs,4,3,4,2,4,2,5,5,"Gaming , Sleep ",3,42,Yes,24,7,6.28,5th sem,0.8516,No,2.33,3,5,other,other,course,1,4,0,Mid,Wifi,3G,Computer,Low,Medium,Medium,Low,Yes,High,Negative,High School,Near
Male,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,7-8 hrs,3,3,5,1,5,4,1,5,Social Connections ,7,85,Yes,81,4,9.28,5th sem,0.6801,No,2.78,5,9,other,other,home,1,3,0,Poor,Mobile Data,4G,Mobile,Low,Low,Medium,Low,Yes,High,Neutral,High School,Moderate
Female,23,KLS,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,3,2,5,3,4,1,4,4,Sports and Fitness ,3,72,Yes,54,3,8.58,5th sem,0.7643,Yes,1.73,4,4,at_home,other,reputation,2,1,0,Poor,Mobile Data,2G,Mobile,Low,High,High,Low,Yes,Medium,Neutral,College,Near
Female,23,VTU,Undergraduate,Data SCience,Off-Campus,4-6 times,4-6 hrs,3,5,2,2,5,4,1,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",2,49,Yes,25,7,9.55,5th sem,0.7411,No,3.22,4,2,at_home,services,other,2,2,1,Rich,Wifi,4G,Mobile,High,High,Medium,Medium,Yes,Medium,Positive,College,Near
Male,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,No sports,6-7 hrs,3,3,5,4,3,2,3,3,"Gaming , Online Entertainment ",4,70,Yes,53,8,7.93,5th sem,0.7913,No,1.55,3,4,other,services,course,1,3,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,Low,Medium,Yes,Medium,Neutral,High School,Far
Male,24,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,4-5 hrs,2,5,5,3,4,3,2,4,Social Connections ,8,54,No,48,6,6.15,5th sem,0.6948,No,1.57,4,5,other,other,course,3,1,1,Mid,Wifi,4G,Mobile,Low,Low,Low,Low,Yes,High,Neutral,College,Near
Male,24,VTU,Undergraduate,Computer Science,On-Campus,4-6 times,6-7 hrs,4,4,3,5,2,3,4,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",9,46,Yes,40,3,6.82,5th sem,0.6527,No,2.27,1,2,at_home,other,course,3,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,High,Low,Yes,Low,Neutral,High School,Moderate
Female,26,VDIT,Undergraduate,Computer Science,Off-Campus,4-6 times,5-6 hrs,4,2,4,1,5,4,5,5,Sleep,7,75,No,66,6,6.15,5th sem,0.8391,Yes,2.92,4,9,other,other,reputation,2,2,0,Mid,Wifi,4G,Mobile,Low,Medium,Medium,Low,Yes,Medium,Positive,High School,Far
Female,26,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-5 hrs,3,2,4,5,2,1,4,3,"Religious Activities, Social Connections, Online Entertainment",1,53,Yes,29,5,9.06,5th sem,0.5834,No,2.67,4,10,other,other,other,2,2,0,Mid,Wifi,4G,Tab,Moderate,Medium,High,Medium,Yes,Medium,Neutral,High School,Far
Female,23,KLS,Undergraduate,Computer Science,Off-Campus,1-3 times,4-6 hrs,5,3,3,2,2,5,1,4,Social Connections ,3,95,Yes,73,2,7.43,5th sem,0.9384,No,2.52,0,1,at_home,other,other,1,2,1,Mid,Wifi,4G,Mobile,Low,High,Low,Medium,Yes,Low,Neutral,High School,Moderate
Female,23,VDIT,Undergraduate,Computer Science,On-Campus,7+ times,4-6 hrs,1,3,5,1,3,5,3,1,Sleep,9,87,No,89,9,7.49,5th sem,0.9999,Yes,2,4,3,other,other,course,1,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Low,Low,Yes,High,Positive,High School,Near
Male,24,KLS,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,2,3,4,1,3,1,1,1,Nothing ,1,53,Yes,27,2,6.13,5th sem,0.6556,No,1.77,0,9,services,at_home,course,1,1,0,Poor,Mobile Data,2G,Mobile,Low,Medium,Low,High,Yes,Low,Neutral,College,Far
Male,24,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,7+ times,6-7 hrs,5,4,5,5,3,3,2,2,Nothing ,9,42,Yes,40,0,5.89,5th sem,0.7436,No,3.3,2,9,other,at_home,reputation,2,2,0,Mid,Mobile Data,3G,Mobile,Moderate,High,High,High,Yes,High,Neutral,College,Moderate
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,7+ times,7-8 hrs,2,4,2,3,5,2,1,2,Nothing ,8,88,Yes,83,4,5.68,5th sem,0.7011,No,1.25,3,9,health,teacher,reputation,1,2,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Medium,Low,Yes,Low,Neutral,Postgraduate,Moderate
Female,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,4,5,1,1,2,4,3,Sleep,1,92,Yes,69,7,8.59,5th sem,0.7829,Yes,3.26,1,3,other,other,reputation,2,1,0,Rich,Wifi,4G,Computer,High,Medium,Medium,Low,Yes,High,Positive,College,Near
Female,23,VDIT,Undergraduate,Computer Science,Off-Campus,1-3 times,6-7 hrs,2,3,2,3,5,4,4,4,Sleep,6,85,Yes,72,5,8.19,5th sem,0.8512,Yes,3.35,2,4,other,services,reputation,1,2,1,Mid,Wifi,4G,Mobile,Low,High,Medium,Medium,Yes,Low,Neutral,High School,Far
Female,23,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,7-8 hrs,3,5,2,5,4,1,2,2,Religious Activities,5,89,Yes,77,7,8.92,5th sem,0.577,No,2.79,0,9,other,services,reputation,2,2,0,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,High,Yes,Medium,Positive,College,Moderate
Male,23,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,3,3,4,3,2,5,5,5,Sports and Fitness ,6,42,Yes,32,6,5.75,5th sem,0.7895,No,2.31,1,9,at_home,other,other,3,2,0,Mid,Mobile Data,3G,Mobile,Low,Low,Low,Low,Yes,Low,Negative,College,Moderate
Male,26,KLS,Undergraduate,Data SCience,Off-Campus,No sports,5-6 hrs,4,2,4,2,4,4,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,61,No,49,1,6.88,5th sem,0.9784,No,1.18,4,6,at_home,services,other,2,2,0,Poor,Mobile Data,3G,Mobile,Low,Low,Medium,High,Yes,Low,Positive,High School,Near
Male,24,KLS,Undergraduate,Computer Science,On-Campus,No sports,7-8 hrs,3,4,5,5,3,3,3,4,Nothing ,6,58,Yes,44,7,7.52,5th sem,0.822,No,2.74,0,5,health,health,course,1,2,0,Mid,Mobile Data,3G,Mobile,Low,Medium,Low,Low,Yes,High,Positive,High School,Near
Male,24,KLS,Undergraduate,Data SCience,On-Campus,1-3 times,7-8 hrs,3,4,4,4,1,1,4,2,"Religious Activities, Social Connections, Online Entertainment",5,74,No,57,3,6.12,5th sem,0.5352,Yes,1.16,2,5,at_home,health,home,1,4,0,Mid,Wifi,3G,Mobile,Moderate,Medium,High,Medium,Yes,Medium,Neutral,High School,Far
Female,24,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,1,4,2,4,3,5,2,4,Sleep,5,51,No,34,4,6.44,5th sem,0.6222,No,2.11,2,7,at_home,other,other,3,2,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Low,Low,Yes,Medium,Neutral,College,Near
Male,24,KLS,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,3,3,3,3,3,5,3,5,Sleep,4,93,No,76,7,7.73,5th sem,0.8811,No,1.65,1,2,other,services,home,1,3,0,Mid,Wifi,4G,Tab,Moderate,Medium,Low,High,Yes,High,Neutral,High School,Near
Male,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-5 hrs,3,2,3,4,4,5,4,3,Sleep,3,44,No,22,4,8.94,5th sem,0.6803,No,3.4,2,10,other,other,other,1,1,0,Mid,Mobile Data,3G,Mobile,Moderate,High,Medium,Medium,No,Medium,Positive,Postgraduate,Moderate
Female,25,KLS,Undergraduate,Data SCience,Off-Campus,7+ times,4-5 hrs,2,5,2,5,3,5,4,1,Sleep,3,49,No,30,4,9.16,5th sem,0.8401,Yes,1.31,1,2,services,services,other,4,3,0,Mid,Wifi,4G,Computer,Moderate,Low,High,Medium,Yes,Medium,Negative,High School,Near
Male,24,VTU,Undergraduate,Data SCience,Off-Campus,4-6 times,6-7 hrs,2,2,4,3,4,4,1,1,Sleep,4,80,No,67,5,8.44,5th sem,0.7991,Yes,3.37,2,7,at_home,other,other,1,1,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Medium,Low,Yes,Medium,Negative,Postgraduate,Near
Female,23,KLS,Undergraduate,Computer Science,Off-Campus,No sports,4-5 hrs,2,2,4,3,3,5,4,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",9,72,No,71,6,7.31,5th sem,0.7755,No,1.9,1,2,services,services,other,2,1,0,Poor,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Neutral,High School,Near
Male,24,VDIT,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,2,4,3,5,1,5,2,4,Sports and Fitness ,2,52,Yes,29,8,9.13,5th sem,0.7296,No,3.21,0,10,services,services,home,1,1,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Low,Medium,Yes,Low,Positive,College,Near
Male,24,KLS,Undergraduate,Computer Science,Off-Campus,4-6 times,6-7 hrs,5,3,2,3,5,3,4,4,"Religious Activities, Social Connections, Online Entertainment",9,74,Yes,74,6,5.72,5th sem,0.7862,No,3.06,2,4,at_home,services,other,3,2,0,Mid,Mobile Data,4G,Mobile,Low,Medium,Low,High,Yes,Medium,Neutral,Postgraduate,Near
Female,24,VDIT,Undergraduate,Computer Science,On-Campus,No sports,7-8 hrs,3,5,3,4,5,4,5,1,Religious Activities,1,90,Yes,67,5,6.32,5th sem,0.7146,Yes,2.05,4,5,health,services,other,2,2,0,Mid,Mobile Data,4G,Mobile,Low,High,Medium,High,Yes,High,Positive,College,Near
Female,23,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,4-6 hrs,2,4,5,3,5,5,4,5,Sleep,1,71,No,46,9,6.47,5th sem,0.5079,Yes,1.74,5,4,other,services,other,1,2,0,Poor,Mobile Data,3G,Mobile,Moderate,Low,Low,High,Yes,Medium,Positive,Postgraduate,Near
Female,23,VTU,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,4,5,3,3,1,2,4,4,Sleep,5,50,Yes,34,3,8.25,5th sem,0.9543,No,2.38,1,8,teacher,health,other,1,1,0,Mid,Wifi,4G,Mobile,Moderate,Low,Medium,High,Yes,Medium,Positive,High School,Moderate
Male,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,7-8 hrs,5,5,2,2,1,4,1,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",6,87,No,76,9,6.43,5th sem,0.6528,Yes,1.92,2,6,other,services,course,3,2,0,Mid,Wifi,3G,Computer,Moderate,Medium,High,High,Yes,Medium,Positive,High School,Far
Female,23,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,4-6 hrs,5,3,3,4,5,1,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",6,77,No,64,1,9.46,5th sem,0.8856,No,1.38,4,5,other,other,reputation,3,4,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Low,Yes,Medium,Negative,High School,Near
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,5-6 hrs,1,3,3,1,2,2,2,1,"Gaming , Online Entertainment ",3,63,Yes,46,8,6.23,5th sem,0.9578,Yes,3.06,4,2,services,services,course,1,1,0,Poor,Mobile Data,3G,Mobile,Low,Low,Low,Low,Yes,Low,Negative,Postgraduate,Near
Male,23,KLS,Undergraduate,Data SCience,Off-Campus,7+ times,5-6 hrs,2,3,2,1,1,3,5,4,"Gaming , Online Entertainment ",7,74,No,68,9,6.6,5th sem,0.7204,Yes,1.63,0,10,other,other,course,1,3,0,Mid,Wifi,4G,Mobile,Low,Low,Medium,Low,Yes,High,Positive,High School,Near
Male,24,VTU,Undergraduate,Data SCience,On-Campus,4-6 times,6-7 hrs,1,2,4,1,2,4,1,4,"Gaming , Online Entertainment ",9,58,No,58,4,7.95,5th sem,0.8009,Yes,2.09,1,7,other,other,home,2,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Medium,Yes,Medium,Neutral,High School,Moderate
Female,23,VDIT,Undergraduate,Computer Science,Off-Campus,7+ times,5-6 hrs,2,5,5,2,4,1,4,3,Sleep,8,45,Yes,41,4,8.22,5th sem,0.8178,Yes,2.05,2,10,at_home,other,home,2,1,0,Mid,Wifi,4G,Mobile,Moderate,Medium,High,High,Yes,High,Positive,High School,Far
Male,24,VTU,Undergraduate,Data SCience,Off-Campus,No sports,7-8 hrs,3,5,3,3,5,5,3,2,Sleep,6,79,No,64,2,8.17,5th sem,0.522,No,2.23,3,4,other,other,other,2,2,0,Mid,Mobile Data,4G,Mobile,Moderate,High,Low,Medium,Yes,Low,Positive,High School,Near
Male,24,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,5-6 hrs,3,4,4,5,3,5,2,3,"Gaming , Online Entertainment ",8,93,Yes,84,2,6.82,5th sem,0.9674,No,3.19,0,3,teacher,services,course,2,3,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Medium,Medium,Yes,Low,Neutral,High School,Near
Female,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,4-6 hrs,5,3,3,3,5,2,2,3,Sleep,5,84,No,70,0,7.41,5th sem,0.6296,No,1.06,4,8,health,other,course,3,1,3,Mid,Wifi,4G,Mobile,Moderate,Medium,High,High,Yes,Low,Neutral,High School,Moderate
Male,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,5-6 hrs,5,3,4,4,5,1,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",8,83,No,77,4,9.14,5th sem,0.7767,No,1.16,2,3,other,other,course,2,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,Medium,High,Yes,High,Positive,College,Moderate
Male,23,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,No sports,6-7 hrs,2,3,4,2,2,4,5,5,"Gaming , Online Entertainment ",4,81,Yes,60,2,9,5th sem,0.5664,Yes,1.04,1,1,services,other,other,1,2,1,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Medium,Yes,High,Positive,High School,Near
Female,23,VDIT,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,4,2,2,1,3,3,2,1,Nothing ,8,74,Yes,65,1,7.69,5th sem,0.657,No,3.06,0,8,health,health,course,1,2,0,Poor,Mobile Data,3G,Mobile,High,Medium,Medium,High,Yes,Medium,Positive,High School,Moderate
Male,25,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,1-3 times,6-7 hrs,1,2,5,5,4,3,3,2,Sleep,2,43,Yes,21,8,5.39,5th sem,0.5659,No,1.93,3,7,other,at_home,other,1,1,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Low,Low,No,Medium,Neutral,High School,Moderate
Male,24,VTU,Undergraduate,Data SCience,On-Campus,No sports,6-7 hrs,5,2,2,1,5,1,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",5,72,No,60,9,9.66,5th sem,0.5359,No,3.45,4,7,at_home,at_home,other,1,2,0,Mid,Wifi,4G,Mobile,Low,Medium,Low,Medium,Yes,Low,Neutral,High School,Far
Female,23,KLS,Undergraduate,Data SCience,On-Campus,1-3 times,6-7 hrs,2,5,3,1,4,5,4,5,Religious Activities,9,52,No,48,5,6.71,5th sem,0.8994,No,2.21,2,1,other,other,course,2,2,0,Poor,Mobile Data,3G,Computer,Moderate,High,Low,Medium,Yes,Medium,Neutral,High School,Near
Female,23,KLS,Undergraduate,Data SCience,On-Campus,No sports,4-6 hrs,5,2,5,3,3,4,2,3,"Religious Activities, Social Connections, Online Entertainment",4,95,Yes,77,2,6.52,5th sem,0.6924,Yes,3.06,3,1,other,services,course,2,2,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Low,Medium,Yes,Medium,Positive,High School,Far
Female,24,VTU,Undergraduate,Data SCience,On-Campus,4-6 times,5-6 hrs,3,2,5,3,4,2,5,5,Sleep,6,75,Yes,63,6,9.09,5th sem,0.9525,No,2.74,5,9,other,other,other,2,2,0,Mid,Mobile Data,4G,Mobile,Low,High,High,Low,Yes,Low,Negative,High School,Near
Female,26,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,4,2,4,5,1,4,2,5,Religious Activities,1,93,Yes,68,8,5.84,5th sem,0.8107,Yes,3.04,5,6,other,other,other,1,2,2,Mid,Wifi,4G,Mobile,Moderate,High,Medium,High,Yes,Medium,Negative,College,Moderate
Male,25,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,7+ times,4-5 hrs,1,2,3,2,1,2,1,3,Sleep,9,82,No,81,8,6.46,5th sem,0.5917,No,3.13,5,10,other,other,home,1,1,0,Mid,Mobile Data,4G,Mobile,Moderate,Medium,High,Medium,Yes,Low,Positive,Postgraduate,Near
Female,25,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,Off-Campus,7+ times,4-6 hrs,3,2,5,4,3,2,2,1,Sleep,1,58,No,29,0,7.09,5th sem,0.6001,No,2.37,3,5,at_home,at_home,course,2,1,0,Mid,Mobile Data,3G,Computer,Moderate,Low,Medium,Medium,Yes,Medium,Negative,College,Near
Female,26,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,4-6 times,6-7 hrs,4,3,2,2,3,3,3,3,Nothing ,5,82,Yes,66,1,7.63,5th sem,0.9062,Yes,1.82,2,3,other,other,home,1,3,0,Mid,Mobile Data,3G,Mobile,Moderate,Medium,Medium,Low,Yes,Low,Positive,Postgraduate,Moderate
Female,23,VTU,Undergraduate,Data SCience,Off-Campus,No sports,6-7 hrs,2,4,5,4,2,2,5,1,"Religious Activities, Social Connections, Online Entertainment",4,51,Yes,36,7,8.36,5th sem,0.8622,No,2.48,5,3,other,at_home,course,1,1,0,Poor,Mobile Data,4G,Mobile,Low,Medium,Medium,High,Yes,High,Positive,High School,Near
Male,26,VDIT,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,3,3,3,5,2,5,3,1,Nothing ,3,50,Yes,29,0,8.28,5th sem,0.9087,Yes,2.11,2,8,other,other,course,2,2,3,Mid,Wifi,2G,Mobile,Moderate,Medium,High,Medium,No,Medium,Positive,High School,Near
Female,23,VTU,Undergraduate,Data SCience,On-Campus,4-6 times,6-7 hrs,4,3,5,1,2,5,1,3,Sports and Fitness ,6,45,No,32,2,9.16,5th sem,0.9498,Yes,2.93,5,4,other,other,course,2,1,0,Mid,Mobile Data,3G,Mobile,Low,Low,Medium,Low,Yes,Low,Positive,High School,Near
Female,26,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,On-Campus,1-3 times,4-5 hrs,4,5,4,3,4,5,1,2,"Gaming , Online Entertainment ",2,51,Yes,31,6,9.28,5th sem,0.8999,No,1.79,3,10,at_home,at_home,course,3,1,1,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Low,Yes,Low,Neutral,Postgraduate,Near
Female,26,KLS,Undergraduate,Computer Science,On-Campus,No sports,6-7 hrs,2,5,4,1,2,1,4,5,Sports and Fitness ,3,66,Yes,45,7,9,5th sem,0.7138,No,3.39,5,3,other,services,course,2,1,0,Rich,Wifi,4G,Mobile,High,Low,High,High,Yes,Low,Neutral,College,Near
Male,24,KLS,Undergraduate,Computer Science,Off-Campus,7+ times,4-5 hrs,5,3,3,4,4,4,3,3,Religious Activities,5,80,Yes,65,4,9.46,5th sem,0.6495,No,1.84,4,4,at_home,at_home,course,2,2,0,Mid,Wifi,4G,Mobile,Moderate,Medium,Medium,High,Yes,Medium,Negative,Postgraduate,Far
Male,26,VDIT,Undergraduate,Computer Science,Off-Campus,No sports,6-7 hrs,2,4,3,1,5,1,1,3,"Religious Activities, Social Connections, Online Entertainment",9,64,No,57,1,8.68,5th sem,0.9358,No,1.51,4,7,other,services,course,1,2,0,Mid,Mobile Data,4G,Mobile,Moderate,Low,High,Medium,Yes,Medium,Neutral,Postgraduate,Near
Female,23,VDIT,Undergraduate,Computer Science,On-Campus,1-3 times,7-8 hrs,4,3,2,1,3,5,4,2,Sleep,2,81,No,58,2,7.57,5th sem,0.686,No,3.12,1,5,other,other,course,1,1,1,Poor,Mobile Data,3G,Mobile,Low,Medium,High,Medium,Yes,High,Positive,Postgraduate,Near
Male,26,KLS,Undergraduate,Data SCience,Off-Campus,7+ times,7-8 hrs,5,4,5,4,3,5,5,5,"Gaming , Sleep ",8,42,Yes,38,8,7.81,5th sem,0.8358,Yes,2.59,1,2,services,other,course,2,1,0,Mid,Mobile Data,3G,Mobile,Low,High,Medium,High,No,Medium,Positive,High School,Near
Male,23,VTU,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,2,4,2,1,4,2,4,1,"Religious Activities, Social Connections, Online Entertainment",2,42,No,22,9,6.65,5th sem,0.6146,Yes,1.23,1,5,at_home,other,course,2,1,0,Mid,Wifi,3G,Computer,Moderate,Medium,Low,Medium,Yes,Medium,Positive,College,Near
Female,24,VDIT,Undergraduate,Data SCience,On-Campus,1-3 times,6-7 hrs,2,3,4,3,4,5,4,3,"Gaming , Online Entertainment ",5,59,Yes,48,6,6.88,5th sem,0.6106,Yes,2.06,2,2,services,other,course,2,1,1,Mid,Wifi,4G,Mobile,Low,Medium,High,High,Yes,Medium,Positive,College,Near
Female,25,KLS,Undergraduate,Computer Science,On-Campus,No sports,4-6 hrs,3,3,3,3,2,2,2,5,Sports and Fitness ,7,67,Yes,59,0,7.78,5th sem,0.6085,No,2.3,1,6,services,other,course,1,1,1,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,High,Positive,College,Near
Male,25,VTU,Undergraduate,Computer Science,Off-Campus,No sports,7-8 hrs,3,3,2,3,2,2,3,3,"Gaming , Online Entertainment ",8,62,Yes,58,2,6.9,5th sem,0.7459,Yes,1.15,3,9,at_home,services,course,2,1,3,Poor,Mobile Data,3G,Mobile,Moderate,High,Low,High,Yes,Low,Negative,Postgraduate,Near
Female,24,VDIT,Undergraduate,Computer Science,On-Campus,1-3 times,7-8 hrs,5,4,2,4,3,3,5,3,Nothing ,1,87,Yes,62,8,7.59,5th sem,0.5919,No,1.46,2,3,at_home,at_home,course,1,2,2,Mid,Mobile Data,4G,Mobile,Moderate,High,Medium,Medium,Yes,Medium,Positive,Postgraduate,Near
Male,23,VDIT,Undergraduate,Data SCience,On-Campus,1-3 times,4-6 hrs,4,4,3,4,3,5,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",6,42,No,30,6,8.52,5th sem,0.64,No,3.21,2,6,services,services,course,2,1,0,Mid,Mobile Data,3G,Mobile,Moderate,High,Medium,Medium,Yes,High,Neutral,High School,Moderate
Female,24,VDIT,Undergraduate,Data SCience,On-Campus,No sports,7-8 hrs,4,2,4,5,2,5,2,2,Religious Activities,1,81,Yes,56,1,7.3,5th sem,0.6075,No,1.83,1,6,at_home,other,course,2,1,3,Rich,Mobile Data,3G,Mobile,Moderate,Medium,High,Low,Yes,Low,Neutral,High School,Moderate
Male,23,VTU,Undergraduate,Data SCience,Off-Campus,7+ times,5-6 hrs,5,4,5,4,2,3,4,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities",2,63,Yes,40,5,9.37,5th sem,0.9158,No,1.3,3,3,services,at_home,course,2,2,2,Poor,Wifi,4G,Computer,High,Medium,High,Medium,Yes,Low,Positive,College,Near
